pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,rowupdate
K2-294 b,K2-294,1,1,1,0,Transit,2019,K2,2.50387000,0.00022000,-0.00023000,0,,,,,1.660,0.210,-0.190,0,,,,,,,,,,,,,1425,79,-54,0,85.500,2.100,-2.000,0,,,,,,5612.00,50.00,-50.00,0,1.20,0.13,-0.12,0,0.99,0.03,-0.03,0,23h28m12.40s,352.0516724,-07d36m13.63s,-7.6037856,373.0780000,6.1970000,-6.0020000,2019-04-01
K2-295 b,K2-295,1,1,1,0,Transit,2018,K2,4.02486700,0.00001500,-0.00001500,0,0.045100,0.000600,-0.001400,0,10.054,0.123,-0.056,0,106.47305,19.70546,-19.70546,0,0.61200,0.11500,-0.11500,0,0.000000,,,0,852,14,-6,0,89.300,0.460,-0.620,0,,,,,K5 V,4444.00,70.00,-70.00,0,0.70,0.02,-0.02,0,0.74,0.04,-0.04,0,01h18m26.43s,19.6101417,+06d49m00.22s,6.8167277,232.8010000,1.8350000,-1.8070000,2019-05-20
K2-3 b,K2-3,1,1,3,0,Transit,2015,K2,10.05462600,0.00001000,-0.00001100,0,,,,,,,,,6.48000,0.99000,-0.93000,0,3.70000,1.67000,-1.08000,0,0.000000,,,0,,,,,89.588,0.116,-0.100,0,0.0000,,,0,M0.0&plusmn;0.5,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0,0.60,0.09,-0.09,0,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,0.1081500,-0.1081500,2020-05-04
K2-3 c,K2-3,1,1,3,0,Transit,2015,K2,24.64658200,0.00004100,-0.00004000,0,,,,,,,,,2.14000,1.08000,-1.04000,0,2.98000,1.96000,-1.50000,0,0.000000,,,0,,,,,89.905,0.066,-0.088,0,0.0000,,,0,M0.0&plusmn;0.5,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0,0.60,0.09,-0.09,0,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,0.1081500,-0.1081500,2020-05-04
K2-3 d,K2-3,1,1,3,0,Transit,2015,K2,44.55646000,0.00011000,-0.00010000,0,,,,,,,,,2.80000,,,0,5.62000,,,0,0.000000,,,0,,,,,89.788,0.033,-0.029,0,0.0000,,,0,M0.0&plusmn;0.5,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0,0.60,0.09,-0.09,0,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727000,0.1081500,-0.1081500,2020-05-04
K2-30 b,K2-30,1,1,1,0,Transit,2016,K2,4.09850300,0.00001100,-0.00001100,0,0.048390,0.000760,-0.000760,0,11.646,0.560,-0.572,0,184.02357,8.89924,-8.58141,0,0.64000,0.09800,-0.08000,0,0.000000,,,0,1092,19,-20,0,86.920,0.260,-0.240,0,,,,,G6 V,5425.00,40.00,-40.00,0,0.84,0.03,-0.03,0,0.90,0.04,-0.04,0,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.0420000,3.0210000,-2.9680000,2016-04-13
K2-308 b,K2-308,1,1,1,0,Transit,2019,K2,3.38628000,0.00002000,-0.00002000,0,,,,,9.916,0.985,-0.985,0,,,,,,,,,,,,,,,,,88.440,1.090,-1.910,0,,,,,,6100.00,263.00,-263.00,0,1.24,0.10,-0.10,0,1.09,0.09,-0.09,0,05h13m21.39s,78.3391194,+16d24m51.11s,16.4141986,1314.5300000,,,2019-06-07
K2-31 b,K2-31,1,2,1,0,Transit,2016,K2,1.25785000,0.00000200,-0.00000200,0,0.022000,0.001800,-0.001800,0,11.882,3.923,-3.923,0,563.83042,25.10857,-25.10857,0,,,,,0.000000,,,0,,,,,79.900,0.800,-0.800,0,,,,,G7 V,5280.00,70.00,-70.00,0,0.78,0.07,-0.07,0,0.91,0.06,-0.06,0,16h21m45.73s,245.4405531,-23d32m53.78s,-23.5482730,110.5270000,0.7200000,-0.7120000,2016-11-30
K2-315 b,K2-315,1,1,1,0,Transit,2020,K2,3.14431890,0.00000490,-0.00000490,0,,,,,0.950,0.058,-0.058,0,,,,,,,,,,,,,460,5,-5,0,88.740,0.210,-0.160,0,,,,,M(3.5+/-0.5) V,3300.00,30.00,-30.00,0,0.20,0.01,-0.01,0,0.17,0.00,0.00,0,15h12m05.06s,228.0210932,-20d06m29.39s,-20.1081634,56.9686000,0.2632000,-0.2608000,2020-08-06
K2-316 b,K2-316,1,1,2,0,Transit,2020,K2,1.13300000,0.00100000,-0.00100000,0,0.014700,0.001000,-0.003100,0,1.330,0.100,-0.090,0,,,,,,,,,,,,,841,105,-54,0,87.020,2.190,-3.980,0,,,,,,3436.00,3.00,-3.00,0,0.38,0.00,0.00,0,0.41,0.01,-0.01,0,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.4860000,0.9680000,-0.9520000,2020-09-09
K2-316 c,K2-316,1,1,2,0,Transit,2020,K2,5.26000000,0.00700000,-0.00700000,0,0.058200,0.008100,-0.012200,0,1.830,0.130,-0.120,0,,,,,,,,,,,,,423,53,-26,0,89.310,0.490,-1.060,0,,,,,,3436.00,3.00,-3.00,0,0.38,0.00,0.00,0,0.41,0.01,-0.01,0,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.4860000,0.9680000,-0.9520000,2020-09-09
K2-317 b,K2-317,1,1,1,0,Transit,2020,K2,6.22000000,0.00700000,-0.00700000,0,0.054200,0.006500,-0.010300,0,2.930,0.190,-0.170,0,,,,,,,,,,,,,432,48,-24,0,89.220,0.540,-0.930,0,,,,,,3387.00,5.00,-5.00,0,0.38,0.01,-0.01,0,0.40,0.01,-0.01,0,15h14m28.53s,228.6188638,-21d01m21.80s,-21.0227209,176.2910000,3.3950000,-3.2710000,2020-09-09
K2-318 b,K2-318,1,1,1,0,Transit,2020,K2,7.01000000,0.00700000,-0.00700000,0,0.091100,0.014000,-0.018500,0,1.660,0.130,-0.130,0,,,,,,,,,,,,,456,55,-32,0,89.380,0.440,-0.760,0,,,,,,3851.00,83.00,-83.00,0,0.55,0.02,-0.02,0,0.56,0.05,-0.05,0,15h29m47.07s,232.4461375,-17d33m26.87s,-17.5574630,147.8660000,0.9905000,-0.9905000,2020-09-09
K2-319 b,K2-319,1,1,1,0,Transit,2020,K2,26.68000000,0.00200000,-0.00300000,0,0.151600,0.011500,-0.025800,0,2.790,0.110,-0.100,0,,,,,,,,,,,,,641,61,-31,0,89.450,0.400,-0.660,0,,,,,,5440.00,115.00,-115.00,0,0.90,0.01,-0.01,0,0.95,0.06,-0.06,0,11h07m12.24s,166.8010058,+03d02m23.77s,3.0399357,209.0710000,1.8800000,-1.8470000,2020-09-09
K2-32 b,K2-32,1,2,4,0,Transit,2016,K2,8.99200000,0.00008000,-0.00008000,0,0.079500,0.000660,-0.000620,0,5.299,0.191,-0.191,0,15.00000,1.80000,-1.70000,0,0.55000,0.10000,-0.08000,0,0.030000,0.032000,-0.021000,0,837,13,-14,0,89.000,0.500,-0.300,0,220.0000,77.0000,-161.0000,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,2021-05-17
K2-32 c,K2-32,1,2,4,0,Transit,2016,K2,20.66093000,0.00080000,-0.00079000,0,0.138430,0.001150,-0.001080,0,3.134,0.123,-0.102,0,8.10000,2.40000,-2.40000,0,1.43000,0.48000,-0.45000,0,0.049000,0.046000,-0.035000,0,634,9,-11,0,89.400,0.300,-0.200,0,168.0000,117.0000,-103.0000,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,2021-05-17
K2-32 d,K2-32,1,2,4,0,Transit,2016,K2,31.71701000,0.00101000,-0.00096000,0,0.184220,0.001520,-0.001440,0,3.484,0.112,-0.129,0,6.70000,2.50000,-2.50000,0,0.87000,0.35000,-0.34000,0,0.050000,0.053000,-0.035000,0,550,8,-9,0,89.400,0.100,-0.100,0,185.0000,105.0000,-104.0000,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,2021-05-17
K2-32 e,K2-32,1,2,4,0,Transit,2019,K2,4.34934000,0.00039000,-0.00039000,0,0.048990,0.000410,-0.000380,0,1.212,0.052,-0.046,0,2.10000,1.30000,-1.10000,0,6.30000,4.13000,-3.49000,0,0.043000,0.048000,-0.030000,0,1066,16,-18,0,89.000,0.700,-0.700,0,205.0000,106.0000,-134.0000,0,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,2021-05-17
K2-320 b,K2-320,1,1,1,0,Transit,2020,K2,1.99500000,0.00100000,-0.00100000,0,0.014200,0.002600,-0.003000,0,2.620,0.230,-0.150,0,,,,,,,,,,,,,698,87,-57,0,87.840,1.410,-1.970,0,,,,,,3157.00,7.00,-7.00,0,0.30,0.00,0.00,0,0.12,0.01,-0.01,0,10h53m00.46s,163.2519122,+05d18m23.32s,5.3064776,108.7400000,1.0570000,-1.0360000,2020-09-09
K2-321 b,K2-321,1,1,1,0,Transit,2020,K2,2.29800000,0.00100000,-0.00100000,0,0.041000,0.003500,-0.004800,0,1.950,0.100,-0.120,0,,,,,,,,,,,,,701,45,-30,0,88.940,0.730,-1.120,0,,,,,,3855.00,65.00,-65.00,0,0.58,0.02,-0.02,0,0.60,0.03,-0.03,0,10h25m37.32s,156.4054989,+02d30m49.98s,2.5138829,77.6888000,0.3241500,-0.3241500,2020-09-09
K2-322 b,K2-322,1,1,1,0,Transit,2020,K2,8.20500000,0.00300000,-0.00300000,0,0.059400,0.017400,-0.022100,0,1.920,0.290,-0.180,0,,,,,,,,,,,,,635,165,-78,0,88.150,1.110,-2.010,0,,,,,,4141.00,96.00,-96.00,0,0.60,0.01,-0.01,0,0.63,0.03,-0.03,0,10h26m29.45s,156.6226981,+04d45m50.47s,4.7640203,123.4150000,0.3150000,-0.3150000,2020-09-09
K2-323 b,K2-323,1,1,1,0,Transit,2020,K2,24.93000000,0.00600000,-0.00600000,0,0.127500,0.005500,-0.007200,0,2.100,0.090,-0.110,0,,,,,,,,,,,,,318,24,-43,0,89.880,1.080,-1.290,0,,,,,,3710.00,118.00,-118.00,0,0.55,0.02,-0.02,0,0.48,0.09,-0.09,0,10h37m41.04s,159.4209874,+06d17m09.13s,6.2858689,118.3180000,0.5530000,-0.5480000,2020-09-09
K2-324 b,K2-324,1,1,1,0,Transit,2020,K2,3.26200000,0.00100000,-0.00100000,0,0.033100,0.003700,-0.006600,0,2.430,0.150,-0.130,0,,,,,,,,,,,,,707,83,-38,0,88.330,1.060,-1.840,0,,,,,,3752.00,57.00,-57.00,0,0.51,0.01,-0.01,0,0.52,0.04,-0.04,0,10h30m29.33s,157.6222171,+06d51m49.22s,6.8636732,136.6670000,1.6180000,-1.5810000,2020-09-09
K2-325 b,K2-325,1,1,1,0,Transit,2020,K2,6.93000000,0.00400000,-0.00300000,0,0.041900,0.004600,-0.005800,0,2.200,0.140,-0.150,0,,,,,,,,,,,,,423,33,-21,0,89.370,0.400,-0.680,0,,,,,,3287.00,67.00,-67.00,0,0.30,0.01,-0.01,0,0.27,0.01,-0.01,0,23h35m40.07s,353.9169507,-07d41m12.20s,-7.6867213,111.6380000,1.0290000,-1.0110000,2020-09-09
K2-326 b,K2-326,1,1,1,0,Transit,2020,K2,1.25600000,0.00100000,-0.00200000,0,0.019800,0.003600,-0.004100,0,2.280,0.180,-0.180,0,,,,,,,,,,,,,1114,138,-90,0,85.630,2.870,-4.240,0,,,,,,3924.00,51.00,-51.00,0,0.69,0.01,-0.01,0,0.51,0.05,-0.05,0,23h26m26.94s,351.6122620,+01d20m15.33s,1.3375909,282.3080000,3.3780000,-3.3010000,2020-09-09
K2-329 b,K2-329,1,1,1,0,Transit,2020,K2,12.45512250,0.00000310,-0.00000310,0,0.101600,0.001800,-0.001900,0,8.676,0.291,-0.269,0,82.63580,6.35660,-6.99226,0,0.69400,0.07000,-0.07200,0,0.069700,0.041000,-0.040000,0,650,53,-70,0,89.220,0.110,-0.090,0,161.0000,22.0000,-30.0000,0,,5282.00,40.00,-39.00,0,0.82,0.03,-0.02,0,0.90,0.05,-0.05,0,23h24m32.49s,351.1353785,-05d09m50.92s,-5.1641451,233.2370000,2.2930000,-2.2490000,2020-11-13
K2-33 b,K2-33,1,1,1,0,Transit,2016,K2,5.42486500,0.00003500,-0.00003100,0,,,,,5.040,0.340,-0.370,0,1175.97100,,,1,,,,,0.000000,,,0,,,,,89.100,0.600,-1.100,0,0.0000,,,0,M3.3,3540.00,70.00,-70.00,0,1.05,0.07,-0.07,0,0.56,0.09,-0.09,0,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.2680000,1.5320000,-1.4990000,2016-07-06
K2-34 b,K2-34,1,1,1,0,Transit,2016,K2,2.99563300,0.00000800,-0.00000800,0,0.042600,0.000500,-0.000500,0,13.960,0.320,-0.320,0,,,,,,,,,,,,,1559,30,-30,0,,,,,,,,,,6071.00,90.00,-90.00,0,1.44,0.03,-0.03,0,1.15,0.04,-0.04,0,08h30m18.89s,127.5787231,+22d14m09.31s,22.2359194,348.6460000,6.3230000,-6.1060000,2018-10-24
K2-35 b,K2-35,1,1,2,0,Transit,2016,K2,2.39996400,0.00019800,-0.00020400,0,0.031000,0.001000,-0.001000,0,1.320,0.080,-0.080,0,,,,,,,,,0.130000,0.173535,-0.105654,0,,,,,88.980,0.710,-0.980,0,-74.5500,65.8804,-66.1073,0,,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0,0.70,0.07,-0.07,0,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,2020-10-15
K2-35 c,K2-35,1,1,2,0,Transit,2016,K2,5.60835200,0.00033500,-0.00033800,0,0.055000,0.002000,-0.002000,0,1.930,0.130,-0.110,0,,,,,,,,,0.120000,0.156754,-0.096124,0,,,,,88.580,0.790,-0.440,0,41.1600,94.4387,-143.8159,0,,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0,0.70,0.07,-0.07,0,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,2020-10-15
K2-36 b,K2-36,1,1,2,0,Transit,2016,K2,1.42261400,0.00003800,-0.00003800,0,0.022300,0.000400,-0.000400,0,1.430,0.080,-0.080,0,3.90000,1.10000,-1.10000,0,7.20000,2.50000,-2.10000,0,0.000000,,,0,1224,13,-13,0,84.450,0.780,-0.480,0,,,,,,4916.00,35.00,-37.00,0,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,2019-08-09
K2-36 c,K2-36,1,1,2,0,Transit,2016,K2,5.34088800,0.00008600,-0.00008600,0,0.054000,0.001000,-0.001000,0,3.200,0.300,-0.300,0,7.80000,2.30000,-2.30000,0,1.30000,0.70000,-0.50000,0,0.000000,,,0,788,9,-9,0,86.917,0.066,-0.056,0,,,,,,4916.00,35.00,-37.00,0,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.7490000,0.6150000,-0.6090000,2019-08-09
K2-37 b,K2-37,1,1,3,0,Transit,2016,K2,4.44117000,0.00075000,-0.00075000,0,0.051100,0.000900,-0.000900,0,1.610,0.170,-0.170,0,,,,,,,,,,,,,974,32,-32,0,87.280,1.950,-3.370,0,,,,,G3 V,5413.00,60.00,-60.00,0,0.85,0.04,-0.04,0,0.90,0.05,-0.05,0,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,179.9430000,1.6030000,-1.5750000,2016-07-06
K2-37 c,K2-37,1,1,3,0,Transit,2016,K2,6.42904000,0.00036000,-0.00036000,0,0.065400,0.001100,-0.001100,0,2.750,0.270,-0.270,0,,,,,,,,,,,,,861,28,-28,0,87.370,1.830,-2.500,0,,,,,G3 V,5413.00,60.00,-60.00,0,0.85,0.04,-0.04,0,0.90,0.05,-0.05,0,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,179.9430000,1.6030000,-1.5750000,2016-07-06
K2-37 d,K2-37,1,1,3,0,Transit,2016,K2,14.09189000,0.00135000,-0.00135000,0,0.110300,0.001800,-0.001800,0,2.730,0.360,-0.360,0,,,,,,,,,,,,,663,22,-22,0,88.340,1.180,-1.650,0,,,,,G3 V,5413.00,60.00,-60.00,0,0.85,0.04,-0.04,0,0.90,0.05,-0.05,0,16h13m48.23s,243.4509662,-24d47m13.39s,-24.7870527,179.9430000,1.6030000,-1.5750000,2016-07-06
K2-38 b,K2-38,1,1,2,0,Transit,2016,K2,4.01593000,0.00050000,-0.00050000,0,,,,,1.906,0.336,-0.336,0,19.06980,9.53490,-9.53490,0,,,,,,,,,,,,,87.280,2.480,-2.480,0,,,,,,5757.00,60.00,-60.00,0,1.38,0.21,-0.21,0,2.24,1.67,-1.67,0,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.6900000,2.6690000,-2.5970000,2018-04-25
K2-38 c,K2-38,1,1,2,0,Transit,2016,K2,10.56103000,0.00090000,-0.00090000,0,0.096400,0.001600,-0.001600,0,2.420,0.290,-0.290,0,9.90000,4.60000,-4.60000,0,3.60000,2.70000,-1.90000,0,,,,,858,37,-37,0,88.610,1.000,-1.670,0,,,,,G2 V,5757.00,60.00,-60.00,0,1.10,0.09,-0.09,0,1.07,0.05,-0.05,0,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.6900000,2.6690000,-2.5970000,2016-07-06
K2-39 b,K2-39,1,1,1,0,Transit,2016,K2,4.60543000,0.00046000,-0.00046000,0,,,,,6.277,1.681,-1.681,0,28.60470,15.89150,-15.89150,0,,,,,0.000000,,,0,,,,,80.390,4.190,-4.190,0,,,,,,4881.00,20.00,-20.00,0,2.97,0.77,-0.77,0,0.66,0.56,-0.56,0,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.4700000,4.6560000,-4.6560000,2018-04-25
K2-4 b,K2-4,1,1,1,0,Transit,2015,K2,10.00341700,0.00101700,-0.00099600,0,0.078000,0.003000,-0.003000,0,2.100,0.200,-0.190,0,,,,,,,,,0.080000,0.161192,-0.068641,0,,,,,89.540,0.320,-0.430,0,-41.4400,132.8953,-98.9633,0,,4014.73,173.12,-154.57,0,0.57,0.05,-0.05,0,0.64,0.06,-0.06,0,11h38m58.93s,174.7455392,-03d54m20.07s,-3.9055746,231.8280000,2.1290000,-2.0910000,2017-12-12
K2-42 b,K2-42,1,1,1,0,Transit,2016,K2,6.68796000,0.00093000,-0.00093000,0,0.061700,0.001300,-0.001300,0,2.150,0.240,-0.240,0,,,,,,,,,,,,,,,,,,,,,,,,,,4613.00,71.00,-71.00,0,0.64,0.04,-0.04,0,0.70,0.05,-0.05,0,11h46m39.78s,176.6657559,-05d10m19.37s,-5.1720463,396.9130000,7.9400000,-7.6400000,2016-07-14
K2-43 b,K2-43,1,1,2,0,Transit,2016,K2,3.47114900,0.00010400,-0.00005200,0,,,,,4.510,0.440,-0.190,0,,,,,,,,,,,,,939,38,-18,0,89.600,1.350,-0.670,0,,,,,,3840.60,98.80,-49.50,0,0.54,0.05,-0.02,0,0.57,0.11,-0.06,0,11h16m28.09s,169.1170280,-03d58m31.59s,-3.9754405,182.5360000,1.9095000,-1.9095000,2019-08-09
K2-43 c,K2-43,1,1,2,0,Transit,2019,K2,2.19888400,0.00002200,-0.00001100,0,,,,,2.420,0.260,-0.110,0,,,,,,,,,,,,,1094,44,-22,0,89.260,1.850,-0.950,0,,,,,,3840.60,98.80,-49.50,0,0.54,0.05,-0.02,0,0.57,0.11,-0.06,0,11h16m28.09s,169.1170280,-03d58m31.59s,-3.9754405,182.5360000,1.9095000,-1.9095000,2019-08-09
K2-44 b,K2-44,1,1,1,0,Transit,2016,K2,5.65700000,0.00020000,-0.00020000,0,0.060000,0.001900,-0.002900,0,2.433,0.089,-0.072,0,,,,,,,,,,,,,,,,,87.993,1.022,-1.163,0,,,,,,5912.00,51.00,-51.00,0,1.58,0.15,-0.15,0,1.15,0.06,-0.06,0,11h36m02.80s,174.0116610,-02d31m15.36s,-2.5209338,476.7030000,10.2020000,-9.7910000,2020-11-13
K2-45 b,K2-45,1,1,1,0,Transit,2016,K2,1.72926840,0.00000690,-0.00000690,0,0.022400,0.001200,-0.001200,0,6.710,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,,4103.00,90.00,-90.00,0,0.45,0.07,-0.07,0,0.50,0.08,-0.08,0,11h18m31.86s,169.6327547,-01d46m26.61s,-1.7740582,495.3170000,10.7770000,-10.3350000,2016-07-14
K2-46 b,K2-46,1,1,1,0,Transit,2016,K2,19.15410000,0.00410000,-0.00410000,0,0.138210,0.000960,-0.000960,0,2.050,0.240,-0.240,0,,,,,,,,,,,,,,,,,,,,,,,,,,6256.00,37.00,-37.00,0,1.29,0.12,-0.12,0,0.96,0.02,-0.02,0,11h37m03.90s,174.2662454,-00d54m25.96s,-0.9072100,449.2370000,10.6630000,-10.1880000,2016-07-14
K2-47 b,K2-47,1,1,1,0,Transit,2016,K2,31.63720000,0.00880000,-0.00880000,0,0.177900,0.001600,-0.001600,0,1.890,0.260,-0.260,0,,,,,,,,,,,,,,,,,,,,,,,,,,5054.00,82.00,-82.00,0,0.76,0.03,-0.03,0,0.75,0.02,-0.02,0,11h14m19.82s,168.5825696,+02d46m50.02s,2.7805614,349.8810000,5.2745000,-5.2745000,2016-07-14
K2-48 b,K2-48,1,1,1,0,Transit,2016,K2,20.50650000,0.00350000,-0.00350000,0,0.134400,0.001200,-0.001200,0,2.240,0.240,-0.240,0,,,,,,,,,,,,,,,,,,,,,,,,,,4899.00,78.00,-78.00,0,0.73,0.02,-0.02,0,0.77,0.02,-0.02,0,11h44m29.59s,176.1233077,+03d16m20.57s,3.2723812,313.7640000,2.8560000,-2.8560000,2016-07-14
K2-49 b,K2-49,1,1,1,0,Transit,2016,K2,2.77065000,0.00015000,-0.00015000,0,0.030900,0.002900,-0.002900,0,1.930,0.530,-0.530,0,,,,,,,,,,,,,,,,,,,,,,,,,,4175.00,97.00,-97.00,0,0.45,0.12,-0.12,0,0.51,0.14,-0.14,0,11h49m16.86s,177.3202331,+03d28m31.87s,3.4755183,457.1250000,10.2230000,-9.7930000,2016-07-14
K2-5 b,K2-5,1,1,2,0,Transit,2015,K2,5.73594000,0.00064000,-0.00064000,0,0.053200,0.003800,-0.003800,0,1.910,0.440,-0.440,0,,,,,,,,,,,,,565,84,-84,0,87.350,1.880,-3.370,0,,,,,K7.5 V,3930.00,375.00,-375.00,0,0.57,0.12,-0.12,0,0.61,0.13,-0.13,0,11h17m12.83s,169.3034598,-01d52m40.17s,-1.8778254,202.9430000,1.6650000,-1.6390000,2016-07-06
K2-5 c,K2-5,1,1,2,0,Transit,2015,K2,10.93241000,0.00134000,-0.00134000,0,0.081800,0.005900,-0.005900,0,2.260,0.620,-0.620,0,,,,,,,,,,,,,456,68,-68,0,86.950,2.470,-2.470,0,,,,,K7.5 V,3930.00,375.00,-375.00,0,0.57,0.12,-0.12,0,0.61,0.13,-0.13,0,11h17m12.83s,169.3034598,-01d52m40.17s,-1.8778254,202.9430000,1.6650000,-1.6390000,2016-07-06
K2-50 b,K2-50,1,1,2,0,Transit,2016,K2,8.75290000,0.00130000,-0.00130000,0,0.070500,0.002200,-0.002200,0,1.590,0.240,-0.240,0,,,,,,,,,,,,,,,,,,,,,,,,,,4326.00,128.00,-128.00,0,0.55,0.05,-0.05,0,0.61,0.06,-0.06,0,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000,3.2390000,-3.2390000,2016-07-14
K2-52 b,K2-52,1,1,1,0,Transit,2016,K2,3.53505500,0.00001700,-0.00001600,0,0.054000,0.002000,-0.002000,0,18.000,2.200,-2.200,0,,,,,,,,,,,,,2004,184,-184,0,86.460,2.040,-1.910,0,,,,,,7147.00,483.00,-506.00,0,2.19,0.28,-0.23,0,1.69,0.16,-0.14,0,16h26m26.74s,246.6114157,-24d58m11.81s,-24.9699462,1038.4100000,71.3700000,-62.8730000,2019-01-28
K2-53 b,K2-53,1,1,1,0,Transit,2016,K2,12.20772000,0.00012300,-0.00011300,0,0.098000,0.001000,-0.001000,0,2.600,0.100,-0.100,0,,,,,,,,,,,,,665,13,-13,0,89.320,0.220,-0.160,0,,,,,,5263.00,88.00,-86.00,0,0.81,0.02,-0.01,0,0.85,0.03,-0.04,0,16h16m34.07s,244.1419684,-20d24m02.15s,-20.4005984,138.0180000,1.1400000,-1.1210000,2019-01-28
K2-54 b,K2-54,1,1,1,0,Transit,2016,K2,9.78430000,0.00140000,-0.00140000,0,0.067100,0.003700,-0.003700,0,1.150,0.190,-0.190,0,,,,,,,,,,,,,,,,,,,,,,,,,,3798.00,113.00,-113.00,0,0.38,0.05,-0.05,0,0.42,0.07,-0.07,0,22h32m13.00s,338.0541631,-17d32m38.63s,-17.5440636,174.9550000,1.0145000,-1.0145000,2016-07-14
K2-55 b,K2-55,1,1,1,0,Transit,2016,K2,2.84925800,0.00003300,-0.00003300,0,0.034860,0.000780,-0.000780,0,3.820,0.320,-0.320,0,,,,,,,,,,,,,,,,,,,,,,,,,,4456.00,148.00,-148.00,0,0.63,0.05,-0.05,0,0.70,0.05,-0.05,0,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,0.7300000,-0.7250000,2016-07-14
K2-57 b,K2-57,1,1,1,0,Transit,2016,K2,9.00630000,0.00130000,-0.00130000,0,0.074600,0.002000,-0.002000,0,2.100,0.250,-0.250,0,,,,,,,,,,,,,,,,,,,,,,,,,,4434.00,61.00,-61.00,0,0.62,0.05,-0.05,0,0.68,0.06,-0.06,0,22h50m46.04s,342.6918241,-14d04m12.00s,-14.0700007,264.2130000,2.0600000,-2.0290000,2016-07-14
K2-58 b,K2-58,1,1,3,0,Transit,2016,K2,7.05254000,0.00032000,-0.00032000,0,0.069200,0.002100,-0.002100,0,2.680,0.370,-0.370,0,,,,,,,,,,,,,,,,,,,,,,,,,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0,0.89,0.08,-0.08,0,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,1.4350000,-1.4130000,2016-07-14
